6.75359 9.00479 0 76.5115 76.4969 80.9813 74.2186 87.6961 58.4529 98.9013 69.6671 110.098 105.584 80.8571 103.298 85.3163 83.0551 85.2834 89.7547 51.599 65.047 76.2473 78.4747 51.5591 60.5141 89.6332 60.4907 73.9187 58.2276 64.9336 60.4436 49.2408 71.609 35.7975 76.0549 71.5671 60.3729 51.4187 69.2899 71.5111 58.0914 49.1446 58.0686 58.0572 46.8831 51.3381 46.8647 51.3179 51.3077 46.837 64.6669 51.2774 51.2673 62.4 51.247 60.1476 64.5902 66.8042 57.8855 51.1962 68.9899 51.1759 66.7379 51.1555 75.6061 51.1351 60.0162 60.0043 62.2142 39.9869 73.2946 51.0739 46.6234 57.7126 46.6047 66.5648 44.3676 51.0125 51.0023 59.8602 48.7652 75.3492 62.0398 68.673 44.2963 77.5028 50.9201 68.6176 70.8168 57.527 64.1518 50.8687 59.7033 50.8481 70.7308 57.4571 66.2832 61.8518 68.4648 79.4913
6.75359 6.75359 4.50154 76.5115 67.4973 69.7339 74.2186 58.4641 74.1902 69.6805 83.1511 65.1599 103.337 105.563 94.3151 71.8453 96.5235 85.2834 83.0231 96.4677 74.019 62.7919 76.2325 65.0093 67.2379 98.5965 76.1734 51.5191 44.7905 80.6072 51.489 49.2408 51.469 67.1203 62.6334 69.3306 67.081 38.0051 46.9383 73.7458 44.6857 60.3138 64.7688 49.1253 51.3482 58.0343 58.0229 73.63 51.3077 62.4493 64.6669 60.1952 37.8932 51.2571 51.247 46.7815 60.1357 71.2578 51.2064 60.0999 60.088 60.076 75.6362 37.8106 51.1453 62.2515 64.4619 57.7819 73.3239 48.8728 51.0841 66.6181 68.825 66.5915 44.3854 55.4706 33.2757 51.0125 51.0023 44.3409 57.6316 57.62 62.0398 57.5967 50.9407 59.7879 50.9201 70.8311 66.3907 50.8893 50.879 57.5037 57.4921 57.4804 64.0998 48.6176 70.7021 59.6428 83.9246 101.572
0 -4.5024 15.7554 74.2612 89.9964 85.4802 62.9734 74.2044 80.9348 76.4237 89.893 83.1351 89.8585 107.809 96.5607 101.032 83.0551 85.2834 83.0231 62.8162 71.776 62.7919 58.2955 69.4927 62.7554 67.2249 51.5291 78.3986 60.4672 62.6945 51.489 49.2408 60.4201 67.1203 71.581 44.7294 44.7207 49.1831 51.4087 40.225 49.1542 62.5477 51.3683 71.455 60.2783 58.0343 51.328 51.3179 58.0001 69.1403 46.8277 60.1952 51.2673 62.4 44.5626 51.2368 46.7722 73.4846 62.3382 51.1962 60.088 48.9508 62.2887 57.828 57.8165 57.8049 57.7934 68.8938 57.7703 35.5439 51.0841 51.0739 51.0637 59.9323 62.1396 51.033 59.8963 51.0125 51.0023 64.2943 59.8482 62.0523 46.5298 57.5967 50.9407 57.5735 57.5619 61.9772 75.2428 37.6138 50.879 72.9855 59.7033 70.7451 59.6791 50.8274 46.3982 50.8068 61.8392 64.0347
20.2608 0 13.5046 67.5102 94.4962 83.2307 78.7167 74.2044 74.1902 80.9193 85.3984 87.6289 67.3939 83.1031 89.8239 92.0518 92.0341 78.5505 87.5108 74.0333 78.505 80.7324 82.9589 71.7344 69.4792 53.7799 69.4522 71.6787 71.6648 64.9336 47.0117 67.1465 53.7067 73.8324 53.6858 51.4388 40.2486 53.6543 64.8196 73.7458 53.6228 53.6123 53.6018 62.5231 62.5108 62.4985 51.328 58.0115 44.6154 73.6009 53.5174 66.8835 49.0382 42.3428 62.3876 53.4645 77.9536 53.4433 46.7536 51.1962 48.9606 53.4009 60.0641 40.0347 53.369 62.2515 68.9075 48.8924 53.3265 59.9803 53.3052 73.2799 46.6234 64.3717 53.2625 53.2518 59.8963 62.1022 70.9597 59.8602 46.5486 53.1877 53.1769 48.7357 64.2296 66.431 53.1341 66.4042 59.7517 42.039 61.9396 53.0804 61.9145 79.5883 59.6791 72.9263 59.6549 68.4787 68.4648 72.8671
2.2512 6.75359 6.75231 65.2598 85.4966 69.7339 60.7243 92.1934 71.942 62.9372 87.6457 83.1351 107.83 103.317 94.3151 87.5615 112.237 92.0163 83.0231 87.4939 107.664 65.0344 82.9589 73.9761 64.9967 53.7799 71.6926 85.1185 80.6229 64.9336 53.7277 69.3847 69.3712 51.4589 42.5012 64.8576 62.6089 69.3035 60.3493 51.3986 60.3256 60.3138 46.9015 66.989 60.2783 69.1948 53.5596 53.5491 51.3077 49.0673 53.5174 53.5068 49.0382 51.2571 46.7907 46.7815 60.1357 51.2165 66.7909 69.0036 62.3134 53.4009 53.3903 60.0521 64.4876 48.9119 48.9021 51.1147 71.102 59.9803 59.9683 59.9563 68.825 62.152 53.2625 53.2518 53.2411 59.8843 73.1772 48.775 39.8988 50.9715 53.1769 68.673 53.1555 66.431 48.7062 68.6176 59.7517 53.1019 66.3639 59.7154 66.337 53.0589 59.6791 66.2967 61.8643 59.6428 79.5075 52.9942
2.2512 13.5072 18.0062 72.0109 94.4962 65.2349 80.9658 53.9669 71.942 85.4148 67.4198 101.11 105.584 83.1031 98.8063 94.297 107.747 89.772 71.8038 94.2242 85.234 76.2473 73.9904 73.9761 67.2379 64.9841 73.933 69.4388 64.9462 69.4118 73.8755 62.6701 51.469 62.6456 67.1072 62.6212 62.6089 62.5967 60.3493 62.5722 46.9199 53.6123 60.302 46.8923 64.7433 62.4985 53.5596 53.5491 64.6924 75.8313 62.437 53.5068 53.4963 53.4857 62.3876 60.1476 51.2267 71.2578 48.98 69.0036 53.4115 48.9508 71.187 66.7246 64.4876 60.0282 53.3478 53.3371 39.9949 64.4233 64.4104 66.6181 73.2653 68.8112 66.5781 66.5648 79.8617 70.9739 48.7848 62.0772 53.1984 53.1877 64.2555 68.673 75.3036 73.0741 66.4176 68.6176 59.7517 53.1019 44.2426 70.7738 53.0696 66.3236 64.0998 53.0373 61.8643 81.7327 75.0904 79.4913
2.2512 -2.2512 6.75231 87.7632 69.7472 51.738 78.7167 83.1989 83.183 76.4237 71.9144 74.1475 89.8585 80.8571 103.298 92.0518 83.0551 85.2834 100.974 83.0071 89.72 71.7621 76.2325 60.5259 51.5491 76.1882 51.5291 49.2791 58.2276 71.6508 62.6823 69.3847 67.1334 67.1203 58.1596 58.1482 42.4846 60.3611 46.9383 51.3986 51.3885 49.1446 60.302 51.3583 49.1156 51.3381 62.4862 51.3179 69.1539 66.91 64.6669 51.2774 64.6413 80.2285 49.0188 46.7815 57.9084 51.2165 51.2064 57.874 51.186 68.9762 48.9411 48.9314 51.1453 51.1351 51.1249 57.7819 62.2142 51.0943 59.9683 37.7503 46.6234 44.3943 48.824 51.033 66.5514 48.7946 59.8722 64.2943 50.9818 57.62 59.8241 66.4578 62.0148 73.0741 66.4176 44.2694 61.9647 42.039 50.879 64.1388 92.8718 70.7451 70.7308 61.8769 77.3304 59.6428 70.6733 68.4509
-4.5024 2.2512 4.50154 67.5102 94.4962 74.2328 62.9734 65.2099 76.4384 96.6536 74.1618 74.1475 83.1191 83.1031 112.28 76.3357 76.3209 105.482 89.7547 78.5202 74.019 85.2176 82.9589 71.7344 51.5491 60.5024 60.4907 60.4789 71.6648 62.6945 40.2958 67.1465 73.8468 49.2216 62.6334 46.9659 60.3729 73.7747 46.9383 62.5722 58.0914 51.3784 58.0686 64.7561 51.3482 44.6418 33.4748 60.2427 49.077 46.837 49.0576 64.6541 49.0382 51.2571 49.0188 51.2368 51.2267 51.2165 42.3009 55.6481 46.7351 71.2012 60.0641 40.0347 51.1453 37.7955 62.2391 51.1147 51.1045 48.8728 51.0841 59.9563 46.6234 44.3943 51.0432 66.5648 48.8044 59.8843 51.0023 50.992 57.6316 68.7007 48.7455 66.4578 50.9407 50.9304 57.5619 59.7637 68.6038 50.8893 57.5154 66.3505 64.1258 57.4804 75.1515 50.8274 68.4926 64.0607 59.6306 86.1156
4.5024 -2.2512 4.50154 78.7619 65.2474 89.9792 76.4677 51.7182 71.942 62.9372 85.3984 74.1475 69.6403 89.8412 98.8063 101.032 85.2999 94.2606 76.2915 89.7374 80.748 82.975 60.5376 76.2178 71.7205 58.2616 58.2503 67.1988 62.7067 67.1727 64.9209 64.9083 58.1823 51.4589 64.8703 62.6212 58.1369 62.5967 67.0548 58.1027 35.7485 51.3784 67.0022 71.455 58.0458 49.106 51.328 49.0866 51.3077 60.219 71.3565 46.8185 60.1833 51.2571 69.072 57.9199 44.5449 51.2165 51.2064 64.5517 44.5096 46.7258 51.1657 64.5004 62.2639 64.4747 40.0108 75.5609 51.1045 59.9803 51.0841 48.8533 51.0637 51.0535 31.0698 39.9389 42.1492 48.7946 51.0023 50.992 50.9818 62.0523 46.5298 50.951 62.0148 48.7161 66.4176 66.4042 70.8168 79.6528 50.879 66.3505 70.7595 72.9559 68.5205 68.5066 70.7021 70.6877 72.8819 72.8671
0 -2.2512 0 96.7646 69.7472 62.9854 60.7243 98.9392 89.9275 83.167 80.9037 87.6289 80.8727 85.3492 78.596 98.7873 78.5657 80.7948 109.95 83.0071 78.505 71.7621 67.264 82.9429 71.7205 80.6699 67.2118 51.5191 64.9462 60.4554 80.5915 60.4319 58.1823 51.4589 49.212 67.0941 67.081 76.0103 78.2306 51.3986 51.3885 67.0153 60.302 62.5231 60.2783 40.1776 64.7179 66.9363 44.6154 42.3763 82.506 42.3596 66.8703 51.2571 51.247 51.2368 48.9994 51.2165 51.2064 42.2925 51.186 64.5261 48.9411 51.1555 51.1453 62.2515 62.2391 64.449 66.6581 75.5307 51.0841 57.7357 68.825 57.7126 57.701 57.6895 51.0228 57.6663 51.0023 37.6897 44.332 48.7553 62.0398 97.4714 64.2296 64.2166 50.9201 61.9772 79.6689 73.0151 59.7275 48.657 64.1258 84.0099 79.5721 66.2967 50.8171 81.7327 75.0904 94.948
