6.965556 56.34963 24.26555
5.096626 49.77644 27.72211
5.240475 42.4331 27.71111
2.128036 28.85866 18.08214
3.786882 26.93478 19.85639
7.007507 23.16112 17.14806
8.716139 21.00829 20.8418
10.56214 22.72261 20.11992
7.816659 37.28104 21.24718
4.655532 30.80069 23.813
4.588575 32.447 17.65058
4.40854 43.0711 18.99924
4.633222 62.96051 22.88849
8.587586 89.96782 33.56291
4.19306 71.62547 27.8475
4.80803 63.06262 30.85833
3.531662 53.21279 33.71651
1.381653 33.66544 24.37552
1.00847 16.40412 9.310946
1.633333 18.55527 4.660174
2.655463 27.44727 7.527871
4.989022 34.01748 10.31944
12.65396 51.45704 14.9654
35.85981 75.84784 27.23166
55.02412 81.62185 36.09321
43.90281 69.71637 32.15072
32.30765 63.29262 25.11735
25.13051 59.81284 22.28716
19.9659 60.38598 18.75932
15.16307 51.65503 17.63949
16.91027 51.1645 17.41716
17.63462 49.96538 20.39038
11.93721 37.75088 29.94954
1.74962 17 10.42256
1.129185 16.63661 20.32059
0.8772249 14.01417 21.38612
0.1256813 11.25247 18.5004
0 9.871539 20.98583
0.2561175 9.012804 9.077832
1.758832 13.66575 8.427255
2.921169 18.22269 16.8246
9.379398 29.72657 18.21625
18.1775 44.63965 14.57729
24.60605 53.51524 14.95843
18.53791 49.8139 19.79853
20.6523 58.7031 18.33172
25.24035 59.46617 18.71247
20.46159 51.06106 20.00869
17.48022 43.56989 7.796369
14.55736 38.01759 6
18.98248 42.57998 6.450006
18.04976 40.55548 8.849362
16.6379 39.66999 9.592961
13.51416 34.09392 8.351398
9.166161 35.75359 8.903687
7.029736 40.43159 9.798678
3.112048 26.39671 11.27557
1.759128 19.54833 11
0.1778124 15.53854 10.16241
-0.3392262 18.45798 8.133085
-1.141757 14.85914 15.13997
2.356667 18.43617 14.78424
6.018702 29.40147 9.757691
9.081196 29.51896 10.98508
20.011 32.81697 15.51795
45.91948 41.85991 16.90979
53.75757 45.13768 20.98091
34.21468 40.99448 23.59234
18.04381 31.52045 26.70093
14.95654 30.09911 25.667
13.68678 32.67615 18.96345
13.69958 32.08054 12.56678
18.45906 40.8451 12.78798
15.73948 39.20138 13.73605
16.46353 44.9943 7.87753
15.33493 45.9629 12.21618
12.25673 48.73559 15.93668
5.138215 43.22422 15.36969
2.697222 38.87687 13.18264
0.9046256 26.392 12.78537
0.05848063 21.05981 12.05848
0.4383944 26.1162 13.97277
1.444921 34.50113 21.60187
1.452758 26.88295 26.17299
5.677023 28.07643 27.89234
10.11273 32.87917 28
33.91654 39.04955 27.53851
78.89095 46.26257 26.10085
104.8213 44.87196 25.76452
75.50131 41.00325 27.4279
50.73453 40.76802 33.80705
38.73889 41.16222 32.13833
21.3021 37.05105 31.01958
18.13233 37.13557 29.6611
16.50007 31.30136 30.24189
13.26184 29.17769 20.58901
14.56194 31.32611 20.50945
10.94311 28.79364 20.1187
10.81825 28.31214 14.75462
12.36096 37.32922 12.02705
10.545 38.56468 8.884182
8.538333 37.31888 10.17358
5.217713 37.65314 14.48997
2.550758 28.8275 14.71662
1.065215 20.90543 19.08196
0.7199043 18.27919 19.40805
0.5964662 21.15937 17.21331
2.510556 21.68465 14.8048
4.22973 22.18135 14.8933
10.78328 27.5018 19.23958
28.26329 34.9258 22.43323
39.72378 38.78077 20.17282
40.04278 38.53437 26.74034
26.99231 30.48985 25.79496
20.89141 23.91582 23.70534
19.41077 23.63659 24.95264
18.35499 24.95408 22.83651
18.66589 24.68809 17.84343
16.44874 24.33605 17.0215
13.73861 25.61409 17.95226
13.9996 25.35944 18.01928
11.08917 21.12789 16.69997
8.404824 19.3818 18.59372
7.036043 20.63913 13.16595
6.337433 20.64008 13.2914
4.699228 19.06959 10.08364
3.679167 18.92989 9.326086
2.336135 12.3756 8.031063
0.6871238 7.119212 8.342679
0.01433201 7.690886 8.985668
0.3484496 10.01789 8.65155
1.338056 11.96046 6.959471
1.987399 11.64573 5.74634
1.642922 12.08331 8.404156
2.811062 16.1247 12.75323
6.670139 20.65907 16.30741
9.076368 21.61312 16.98947
11.70717 19.90405 14.05066
12.60929 19.88644 9.448247
12.38375 24.45313 9.990904
11.48118 23.94506 10
9.992237 20.98447 8.399123
10 20.22696 10.15221
10 20.96235 10.42043
9.214706 22.39673 7.24085
7.616408 22.39963 6.012259
6.208123 25.16776 7.595288
4.608719 22.40256 10.78256
3.6 19.21009 10.77477
3.821289 20.05088 11.87217
3.345991 20.92156 15.55808
1.430761 17.60561 15.00404
1.160981 15.75084 15.83527
0.848301 12.32765 14.88964
1.993615 8.741526 11.59221
1.145846 4.873346 13.56537
0.4354856 2.873633 14.83322
1.430833 4.861667 12.01212
2.434167 6.431969 13.74546
3.437778 5.678806 14.23317
3.555365 3.11954 11.56417
3.447584 2.449153 10.55556
3.998626 1.650338 10.00137
4.905187 3.624364 9.547406
5.085864 6.167592 9.457068
4.460998 4.462774 10.45833
4.999247 4.536827 10.53683
5 3.534722 10.46652
4.530612 3.469887 10.53011
3.527778 4.944844 10.47302
3.000311 6.475245 10.99969
3.479394 8.917349 10.52061
2.551853 10.99935 13.86146
1.00031 6.62407 14.59567
0.5104945 0.0425275 9.042405
2.974975e-05 -0.5214584 5.028889
-0.4963973 1.992769 4.489226
-0.0005547222 4.499167 5.999999
2.509142 13.04269 6.503031
3.493872 20.00031 5.480904
8.10033 26.62995 4.00022
21.21429 39.1599 6.053238
54.48058 54.43809 26.59712
55.56357 48.81256 29.48317
45.40341 43.41641 12.15264
26.51786 37.75893 8.121259
17.93587 33.46763 11.06533
19.67957 34.07067 10.38894
18.76285 32.8442 8.462348
18.71112 34.26162 9.629297
17.72847 37.55243 10.44873
18.82744 40.73139 7.802514
12.60019 35.2674 7.112491
6.664626 33.45456 10.22815
6.322722 37.57904 12.55781
5.552311 43.57065 12.45633
3.166488 32.12661 17.07217
0.4280556 15.43493 15.30415
-0.5724095 9.727571 10.43046
-0.9685186 11.53315 10.57259
4.79146 28.48378 10.4417
