-0.0001813337 0.0001092565 -0.001031409 2.192873e-05
0.0008488214 0.0008892773 -0.0004053052 1.1261e-05
-0.0001760343 0.000514783 0.0003821839 0.0001068631
-0.0004941918 -0.0008298716 0.0006214851 -0.0002287001
1.942827e-05 0.0001384798 0.0001619719 0.0001195869
6.768526e-05 0.0001599908 0.0002361854 2.181948e-05
0.0004044637 -0.0001690111 0.0005683456 0.0001384699
9.476444e-05 0.001128146 -0.0007980989 0.0001131482
-0.0008230941 -0.0006741444 0.0007764484 -0.0002262224
0.0008725911 0.001369848 -0.0001720758 0.0001329461
-0.0007210309 -0.0009047129 0.000770033 -0.000250277
0.0001966522 -1.13974e-05 8.307459e-05 6.65788e-05
-0.0008329417 -0.001041814 0.000484508 -0.0002125612
0.0001354344 -0.00113723 0.001404533 -0.0006578907
-0.0004345032 -0.001201593 0.0008273652 -0.0002784144
8.928193e-05 0.0009068946 3.048458e-05 -0.0001652935
0.0003867835 0.0002892901 -0.0003955848 0.0002142115
0.0005305179 0.0002926406 -0.0003281374 4.01555e-05
0.0003626101 0.000772149 0.0001471645 -9.125617e-05
0.0005210518 0.0002295665 -0.0003226874 -2.34224e-05
-0.0004130717 -0.0005410785 0.001356306 -2.257721e-05
-4.836068e-05 -0.0001647393 0.0004968018 -0.0001412551
0.0001803315 -0.0002795069 -0.0002269677 8.261167e-06
0.0003150612 1.948337e-05 0.0003985142 -9.588086e-05
-0.0003045909 -0.0002569243 2.865046e-05 0.0002692997
-0.0005616905 -0.000254146 0.0006788894 1.211388e-05
0.0001546166 0.0009011995 0.0001663672 0.0001242309
-0.0001546017 0.0002651806 -0.0004199304 0.0002152298
-0.0003623077 -0.002550152 0.0006890551 -0.0002039173
0.0006314582 0.00136469 -0.0009955575 0.000346685
-0.0003935856 8.349521e-05 9.857216e-05 0.0002192672
0.0004002628 -9.925708e-05 -0.0002045995 7.55706e-05
-0.0001182915 -0.0001197453 -0.0004196248 -9.046838e-05
-3.398478e-05 -7.833181e-05 0.0001590506 0.0003324602
-1.389898e-05 0.0005345028 -9.221717e-05 -0.0001184541
0.0002960405 0.001183033 -0.001007128 0.000200661
-0.0007869794 -0.001335065 0.0004431433 2.100475e-05
-0.0003523339 0.0003973707 0.0001665738 1.230192e-05
0.0002129572 0.0001984013 -0.0003323408 0.0002286268
0.0002012904 -0.0004255398 -0.0008153904 -0.0001279845
-7.198822e-05 -3.61054e-05 -7.300095e-05 3.112663e-05
3.422094e-05 -6.146662e-05 0.0003362695 7.852691e-06
0.0003074529 0.0002367159 -0.0005670335 -0.0001017932
0.0001265344 0.001260251 -0.0002697528 0.0002295085
-5.821985e-07 -0.00045726 0.0001753393 -0.0001160966
-0.0004371735 -0.0009787901 0.0008065544 0.0001015707
0.000600375 0.0009771364 -0.001086512 0.0002838026
-0.0009465572 -0.002208127 0.001170773 -0.0003325269
-0.0002015414 0.0006364502 -0.0005176785 9.260533e-05
-0.000794217 -0.001953462 0.0008474897 -0.0003985208
0.0003561439 0.0007773815 -0.0002048488 0.0001312601
-2.642762e-05 0.0006645394 5.158342e-06 -1.514422e-06
-0.0003796547 -0.0005040933 -1.622095e-05 -7.182513e-05
-1.250393e-05 0.000221541 3.270087e-05 5.561675e-05
-0.001937863 -0.002804555 0.001931073 -8.361353e-05
-0.0002805372 -0.0003082611 -0.0002476603 0.0002693968
0.000427939 0.0007440189 -7.957459e-05 0.0003063048
0.0005222167 0.0006902504 -0.000704593 -2.996392e-05
-9.786226e-05 -7.070708e-05 0.0001671626 -0.0001240815
-0.0007972748 -0.001206046 0.000867526 0.0001189658
0.0004247079 0.0005970254 -0.0007804373 4.648894e-05
-0.0005147192 -0.0004628327 0.000533762 2.585089e-05
0.0001416894 0.000557726 4.931723e-05 0.0001350003
0.0006377657 0.0004428896 -0.0007013967 0.0003703448
0.0003646763 -0.0001428199 -0.0001346861 -1.875766e-05
2.757238e-05 0.0006150271 -6.448948e-05 0.0001636862
3.793868e-05 -0.0002744509 6.550704e-05 -2.638515e-06
0.0005837132 0.0009172467 -0.001355637 0.000162759
-4.63609e-05 0.0004177656 -0.0006867513 7.103233e-05
0.0001085788 -5.376633e-05 0.0001941022 0.00010869
-0.0002001987 -0.0002569388 0.0003031654 0.0002011716
8.776887e-05 2.578061e-05 -0.0009905826 0.0001675311
-8.010123e-05 0.0003521171 -0.000270362 0.0003312027
-0.0005899233 -0.0003498268 0.0007606854 -5.524921e-06
-0.0003724697 -0.0002569081 -0.0005618795 -1.697702e-06
-7.626524e-05 0.0007792343 7.508604e-05 4.995387e-05
-4.207095e-05 -9.002859e-05 -6.441316e-05 0.0001284457
0.0007108239 0.000398059 -0.0005244089 0.000261084
2.607196e-05 0.0002613733 -6.620048e-05 -1.948664e-05
0.0004114716 0.001083335 -0.0005556027 0.0001937762
-0.0001988761 -0.0006260048 -0.0002636827 0.000231939
0.0001334189 0.0005781494 -0.000464798 0.0005260948
0.0002400005 -0.0001143314 -0.0002999005 0.000131132
-0.0004191749 1.675094e-05 -0.0006114696 0.0003203121
-0.0003318312 1.59507e-05 0.000172141 7.154252e-05
-0.0004910027 -0.0008293314 2.306694e-05 -8.468723e-05
0.0002924744 -0.0002316035 -0.0006685691 0.0001629711
-0.000289416 -0.0005187658 -0.0001571145 6.495438e-05
-0.0004178024 -0.001146833 0.0006294254 -0.0001413104
0.0005705582 0.0006707026 -0.0005826665 9.207999e-05
-0.0006302908 -0.001308427 0.0004862071 -0.0003265812
-0.001136169 -0.001183377 0.001046464 -0.0002033008
0.001120568 0.001957444 -0.001809758 0.0003662452
-0.0009679141 -0.001071617 0.0009314167 6.283729e-05
5.276893e-05 -2.768791e-05 -0.0002099968 0.0001764808
-0.0004554689 -0.0001028249 0.0003909554 0.0001731329
0.0001720252 -9.404441e-05 0.0005022035 -9.301355e-05
-0.0004424779 -0.0002559305 0.0002949448 4.906385e-05
-0.000641503 -0.0009422147 0.0007062422 -0.0001243191
-0.0007975623 -0.001111418 3.689995e-05 0.0001087336
-0.0004179337 -0.0006148053 0.0002973723 -0.0001250009
-0.000443433 -0.0006910581 0.0001112703 0.0002763559
-0.0004161155 -0.0005649767 0.0008461227 -0.0002644044
-0.0001189359 -0.0007057804 3.236035e-05 -3.268619e-06
-0.0006440819 -0.001728797 0.001172693 -0.0003219908
